STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT21
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-05,3.36,0.55,0.0,0.0,80,88,71,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-06,4.03,0.00,0.0,0.0,80,89,71,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-07,5.82,0.28,0.0,0.0,81,89,72,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-08,8.05,0.35,0.0,0.0,80,86,73,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-09,7.38,0.00,0.0,0.0,79,83,75,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-10,5.82,0.19,0.0,0.0,79,86,71,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-11,5.82,0.21,0.0,0.0,80,88,71,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-12,6.26,0.87,0.0,0.0,80,86,73,1,1,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-13,10.96,0.70,0.0,0.0,80,85,74,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-14,8.95,0.00,0.0,0.0,84,91,76,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-15,7.16,0.00,0.0,0.0,85,94,75,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-16,5.82,0.00,0.0,0.0,86,95,77,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-17,6.49,1.02,0.0,0.0,86,96,76,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-18,3.58,0.01,0.0,0.0,85,94,75,1,,,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-19,4.03,0.13,0.0,0.0,84,93,75,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-20,7.38,0.68,0.0,0.0,81,91,71,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-21,4.47,1.74,0.0,0.0,80,89,71,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-22,4.47,0.19,0.0,0.0,81,90,71,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-23,5.82,0.00,0.0,0.0,83,91,75,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-24,4.70,0.00,0.0,0.0,84,91,77,,,1,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-25,7.16,0.00,0.0,0.0,84,93,75,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-26,5.82,0.00,0.0,0.0,84,93,75,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-27,4.70,0.00,0.0,0.0,85,93,76,,,1,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-28,4.03,0.52,0.0,0.0,82,92,72,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-29,3.58,0.01,0.0,0.0,84,93,74,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-30,3.13,2.05,0.0,0.0,82,93,70,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-07-31,2.91,0.00,0.0,0.0,83,91,74,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-01,4.47,0.01,0.0,0.0,83,89,76,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-02,3.80,0.00,0.0,0.0,80,86,73,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-03,3.58,0.89,0.0,0.0,81,89,72,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-04,4.70,0.00,0.0,0.0,83,92,73,,,1,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-05,5.37,0.00,0.0,0.0,83,93,73,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-06,8.72,0.00,0.0,0.0,84,93,75,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-07,6.71,0.77,0.0,0.0,81,86,75,1,,1,,,,1,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-08,11.18,0.00,0.0,0.0,80,88,71,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-09,8.72,0.00,0.0,0.0,81,89,73,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-10,9.40,0.09,0.0,0.0,,89,72,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-11,9.17,0.01,0.0,0.0,81,89,72,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-12,6.26,0.26,0.0,0.0,81,89,72,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-13,5.14,2.15,0.0,0.0,81,89,72,1,1,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-14,6.71,0.53,0.0,0.0,80,88,72,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-15,6.04,1.61,0.0,0.0,80,87,73,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-16,9.40,0.05,0.0,0.0,84,91,76,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-17,7.16,0.26,0.0,0.0,83,92,74,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-18,2.68,0.00,0.0,0.0,83,93,73,,,1,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-19,4.25,0.10,0.0,0.0,83,91,74,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-20,4.25,0.17,0.0,0.0,80,87,73,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-21,4.47,0.01,0.0,0.0,83,93,72,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-22,4.47,0.00,0.0,0.0,80,87,73,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-23,5.14,0.00,0.0,0.0,81,89,73,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-24,3.36,0.00,0.0,0.0,83,93,72,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-25,4.25,0.00,0.0,0.0,82,92,71,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-26,4.47,0.05,0.0,0.0,81,88,73,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-27,7.16,0.24,0.0,0.0,81,88,73,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-28,5.59,1.35,0.0,0.0,82,90,73,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-29,5.82,0.71,0.0,0.0,82,90,73,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-30,4.92,1.68,0.0,0.0,81,88,73,1,1,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-08-31,7.38,0.03,0.0,0.0,81,88,74,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-01,4.03,0.58,0.0,0.0,84,92,75,1,1,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-02,4.25,0.08,0.0,0.0,84,91,76,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-03,6.04,0.00,0.0,0.0,84,91,76,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-04,7.61,0.75,0.0,0.0,83,90,75,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-05,7.61,0.02,0.0,0.0,82,90,74,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-06,9.17,0.00,0.0,0.0,82,90,73,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-07,8.72,0.08,0.0,0.0,83,89,76,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-08,9.17,0.20,0.0,0.0,82,90,74,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-09,7.38,0.00,0.0,0.0,82,90,73,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-10,4.25,0.00,0.0,0.0,82,91,72,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-11,6.71,0.05,0.0,0.0,77,82,72,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-12,5.59,0.03,0.0,0.0,80,87,73,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-13,8.50,0.22,0.0,0.0,83,90,76,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-14,7.38,0.04,0.0,0.0,84,91,77,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-15,4.03,0.00,0.0,0.0,84,91,76,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-16,3.58,1.19,0.0,0.0,84,93,74,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-17,2.91,0.00,0.0,0.0,84,92,75,,,1,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-18,3.80,0.00,0.0,0.0,83,91,74,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-19,5.82,0.03,0.0,0.0,83,91,74,,,1,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-20,8.28,0.67,0.0,0.0,82,89,75,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-21,9.62,0.00,0.0,0.0,82,89,75,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-22,9.17,0.04,0.0,0.0,82,88,75,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-23,7.16,0.28,0.0,0.0,81,88,74,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-24,6.04,0.29,0.0,0.0,82,89,75,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-25,8.05,0.18,0.0,0.0,82,89,75,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-26,10.96,0.01,0.0,0.0,84,91,77,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-27,7.61,0.00,0.0,0.0,83,91,75,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-28,2.91,0.00,0.0,0.0,81,91,71,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-29,7.16,0.00,0.0,0.0,81,88,74,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-09-30,9.17,0.00,0.0,0.0,83,90,75,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-01,10.51,0.02,0.0,0.0,83,90,76,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-02,8.50,0.00,0.0,0.0,81,87,74,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-03,6.71,0.00,0.0,0.0,79,88,70,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-04,5.82,0.00,0.0,0.0,80,90,70,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-05,4.70,0.00,0.0,0.0,80,90,70,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-06,4.47,0.00,0.0,0.0,80,89,70,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-07,4.47,0.00,0.0,0.0,80,90,70,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-08,5.82,0.00,0.0,0.0,80,89,71,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-09,7.61,0.00,0.0,0.0,80,89,71,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-10,5.59,0.00,0.0,0.0,81,89,73,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-11,3.80,0.00,0.0,0.0,83,93,72,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-12,5.59,0.00,0.0,0.0,83,92,73,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-13,4.47,2.58,0.0,0.0,81,91,70,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-14,6.71,0.02,0.0,0.0,79,86,72,1,1,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-15,5.82,0.05,0.0,0.0,78,85,70,1,,,,,,,,,,1,,1,1
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-16,8.95,0.00,0.0,0.0,71,78,63,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-17,7.61,0.00,0.0,0.0,70,79,61,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-18,9.17,0.00,0.0,0.0,69,80,58,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-19,5.59,0.00,0.0,0.0,72,84,60,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-20,4.70,0.00,0.0,0.0,76,86,65,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-21,4.47,0.00,0.0,0.0,80,89,70,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-22,4.25,0.00,0.0,0.0,78,87,69,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-23,7.16,1.59,0.0,0.0,80,87,72,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-24,3.36,0.55,0.0,0.0,78,86,70,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-25,2.01,0.00,0.0,0.0,77,87,67,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-26,5.14,0.00,0.0,0.0,79,87,70,1,1,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-27,4.70,0.00,0.0,0.0,79,89,68,1,,,,,,1,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-28,3.58,0.00,0.0,0.0,79,88,69,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-29,4.47,0.00,0.0,0.0,80,88,71,1,1,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-30,8.50,0.17,0.0,0.0,78,85,71,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-10-31,8.72,0.00,0.0,0.0,75,81,68,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-01,8.72,0.00,0.0,0.0,71,78,64,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-02,7.38,0.00,0.0,0.0,70,80,60,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-03,4.70,0.00,0.0,0.0,70,81,58,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-04,4.47,0.00,0.0,0.0,73,85,60,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-05,6.49,0.10,0.0,0.0,75,86,64,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-06,14.09,0.05,0.0,0.0,72,85,59,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-07,9.84,0.00,0.0,0.0,61,70,51,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-08,6.71,0.00,0.0,0.0,67,79,55,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-09,6.04,0.00,0.0,0.0,72,83,60,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-10,6.49,0.00,0.0,0.0,77,86,67,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-11,6.49,0.00,0.0,0.0,78,87,68,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-12,8.28,0.19,0.0,0.0,79,88,69,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-13,12.08,0.17,0.0,0.0,65,72,58,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-14,8.95,0.00,0.0,0.0,64,75,53,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-15,5.14,0.00,0.0,0.0,70,76,63,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-16,8.50,1.37,0.0,0.0,67,70,64,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-17,14.54,0.44,0.0,0.0,57,65,49,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-18,9.84,0.00,0.0,0.0,54,65,42,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-19,9.40,0.00,0.0,0.0,61,72,50,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-20,9.62,0.00,0.0,0.0,69,79,59,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-21,4.47,0.00,0.0,0.0,70,77,62,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-22,11.18,0.00,0.0,0.0,63,72,54,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-23,6.93,0.00,0.0,0.0,53,62,43,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-24,4.92,0.00,0.0,0.0,60,74,45,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-25,4.03,0.00,0.0,0.0,64,78,50,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-26,4.92,0.00,0.0,0.0,65,74,55,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-27,5.59,0.00,0.0,0.0,64,75,52,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-28,8.95,0.00,0.0,0.0,60,69,50,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-29,6.71,0.00,0.0,0.0,52,62,41,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-11-30,6.71,0.00,0.0,0.0,55,71,39,,,,,,,,,,,,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-01,6.93,0.04,0.0,0.0,58,67,48,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-02,5.14,0.00,0.0,0.0,56,69,42,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-03,6.71,0.00,0.0,0.0,56,68,43,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-04,6.93,0.00,0.0,0.0,67,80,54,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-05,8.72,1.00,0.0,0.0,,82,64,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-06,11.86,0.13,0.0,0.0,,67,50,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-07,12.08,0.00,0.0,0.0,60,72,47,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-08,7.61,0.00,0.0,0.0,65,76,54,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-09,13.65,2.18,0.0,0.0,65,67,62,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-10,6.49,0.32,0.0,0.0,71,78,63,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-11,8.95,0.01,0.0,0.0,65,71,58,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-12,8.28,1.27,0.0,0.0,61,65,57,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-13,10.96,0.98,0.0,0.0,66,72,59,1,1,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-14,11.41,0.00,0.0,0.0,55,61,48,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-15,6.71,0.00,0.0,0.0,50,57,43,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-16,4.25,0.00,0.0,0.0,53,64,41,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-17,2.91,0.00,0.0,0.0,56,70,42,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-18,6.26,0.00,0.0,0.0,66,77,54,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-19,6.71,0.00,0.0,0.0,66,79,53,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-20,12.97,0.44,0.0,0.0,62,70,53,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-21,7.38,0.00,0.0,0.0,53,62,44,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-22,2.91,0.00,0.0,0.0,56,68,43,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-23,5.37,0.00,0.0,0.0,61,75,47,1,,,,,,,,,,1,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-24,11.63,1.29,0.0,0.0,68,77,59,1,,1,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-25,13.42,0.44,0.0,0.0,60,70,49,1,,,,,,,,,,1,,1,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-26,8.28,0.00,0.0,0.0,51,60,41,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-27,5.37,0.00,0.0,0.0,55,65,44,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-28,7.61,0.00,0.0,0.0,52,62,42,,,,,,,,,,,,,,
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2002-12-29,2.91,0.00,0.0,0.0,52,67,36,,,,,,,,,,,,,,
